Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	HCA_C_1 Spectral Count	HCA_C_2 Spectral Count	HCA_C_3 Spectral Count	HCA_I_1 Spectral Count	HCA_I_2 Spectral Count	HCA_I_3 Spectral Count	HCA_K_1 Spectral Count	HCA_K_2 Spectral Count	HCA_M_1 Spectral Count	HCA_M_2 Spectral Count	HIT_C_1 Spectral Count	HIT_C_2 Spectral Count	HIT_C_3 Spectral Count	HIT_I_1 Spectral Count	HIT_I_2 Spectral Count	HIT_I_3 Spectral Count	HIT_K_1 Spectral Count	HIT_K_2 Spectral Count	HIT_K_3 Spectral Count	HIT_M_1 Spectral Count	HIT_M_2 Spectral Count	HIT_M_3 Spectral Count	HCA_C_1 Unique Spectral Count	HCA_C_2 Unique Spectral Count	HCA_C_3 Unique Spectral Count	HCA_I_1 Unique Spectral Count	HCA_I_2 Unique Spectral Count	HCA_I_3 Unique Spectral Count	HCA_K_1 Unique Spectral Count	HCA_K_2 Unique Spectral Count	HCA_M_1 Unique Spectral Count	HCA_M_2 Unique Spectral Count	HIT_C_1 Unique Spectral Count	HIT_C_2 Unique Spectral Count	HIT_C_3 Unique Spectral Count	HIT_I_1 Unique Spectral Count	HIT_I_2 Unique Spectral Count	HIT_I_3 Unique Spectral Count	HIT_K_1 Unique Spectral Count	HIT_K_2 Unique Spectral Count	HIT_K_3 Unique Spectral Count	HIT_M_1 Unique Spectral Count	HIT_M_2 Unique Spectral Count	HIT_M_3 Unique Spectral Count	HCA_C_1 Total Spectral Count	HCA_C_2 Total Spectral Count	HCA_C_3 Total Spectral Count	HCA_I_1 Total Spectral Count	HCA_I_2 Total Spectral Count	HCA_I_3 Total Spectral Count	HCA_K_1 Total Spectral Count	HCA_K_2 Total Spectral Count	HCA_M_1 Total Spectral Count	HCA_M_2 Total Spectral Count	HIT_C_1 Total Spectral Count	HIT_C_2 Total Spectral Count	HIT_C_3 Total Spectral Count	HIT_I_1 Total Spectral Count	HIT_I_2 Total Spectral Count	HIT_I_3 Total Spectral Count	HIT_K_1 Total Spectral Count	HIT_K_2 Total Spectral Count	HIT_K_3 Total Spectral Count	HIT_M_1 Total Spectral Count	HIT_M_2 Total Spectral Count	HIT_M_3 Total Spectral Count	HCA_C_1 Intensity	HCA_C_2 Intensity	HCA_C_3 Intensity	HCA_I_1 Intensity	HCA_I_2 Intensity	HCA_I_3 Intensity	HCA_K_1 Intensity	HCA_K_2 Intensity	HCA_M_1 Intensity	HCA_M_2 Intensity	HIT_C_1 Intensity	HIT_C_2 Intensity	HIT_C_3 Intensity	HIT_I_1 Intensity	HIT_I_2 Intensity	HIT_I_3 Intensity	HIT_K_1 Intensity	HIT_K_2 Intensity	HIT_K_3 Intensity	HIT_M_1 Intensity	HIT_M_2 Intensity	HIT_M_3 Intensity	HCA_C_1 MaxLFQ Intensity	HCA_C_2 MaxLFQ Intensity	HCA_C_3 MaxLFQ Intensity	HCA_I_1 MaxLFQ Intensity	HCA_I_2 MaxLFQ Intensity	HCA_I_3 MaxLFQ Intensity	HCA_K_1 MaxLFQ Intensity	HCA_K_2 MaxLFQ Intensity	HCA_M_1 MaxLFQ Intensity	HCA_M_2 MaxLFQ Intensity	HIT_C_1 MaxLFQ Intensity	HIT_C_2 MaxLFQ Intensity	HIT_C_3 MaxLFQ Intensity	HIT_I_1 MaxLFQ Intensity	HIT_I_2 MaxLFQ Intensity	HIT_I_3 MaxLFQ Intensity	HIT_K_1 MaxLFQ Intensity	HIT_K_2 MaxLFQ Intensity	HIT_K_3 MaxLFQ Intensity	HIT_M_1 MaxLFQ Intensity	HIT_M_2 MaxLFQ Intensity	HIT_M_3 MaxLFQ Intensity	Indistinguishable Proteins
A8MXV4|NUD19_HUMAN	A8MXV4	NUD19_HUMAN	NUDT19	375	Homo sapiens	1:Experimental evidence at protein level	Acyl-coenzyme A diphosphatase NUDT19	0.9999	0.9987	2	9	9	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	3	1	0	0	0	0.0	0.0	0.0	0.0	15720.657	0.0	0.0	0.0	0.0	0.0	27955.074	23846.863	18895.389	14844.417	20005.645	27136.988	0.0	42814.176	30883.049	41944.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18316.236	0.0	29386.08	0.0	26677.838	0.0	0.0	
A9UHW6|MI4GD_HUMAN	A9UHW6	MI4GD_HUMAN	MIF4GD	222	Homo sapiens	1:Experimental evidence at protein level	MIF4G domain-containing protein	1.0	0.999	4	22	22	22	0	0	0	0	0	0	0	0	0	0	7	2	1	2	2	1	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	7	2	1	2	2	1	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	7	2	1	2	2	1	0	1	3	3	0	0	0.0	0.0	0.0	0.0	65374.797	0.0	0.0	0.0	0.0	0.0	67388.45	59113.04	55964.203	56644.62	54258.766	60867.688	0.0	46552.07	29705.957	43258.816	0.0	0.0	0.0	0.0	0.0	0.0	31674.854	0.0	0.0	0.0	0.0	0.0	34223.703	29425.496	27094.135	27352.904	21535.043	25727.617	0.0	19609.887	15647.888	18583.816	0.0	0.0	
B3EWG3|FM25A_HUMAN	B3EWG3	FM25A_HUMAN	FAM25A	89	Homo sapiens	3:Protein inferred from homology	Protein FAM25A	0.8905	0.999	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1176.3252	0.0	0.0	0.0	0.0	0.0	32649.385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|B3EWG5|FM25C_HUMAN, sp|B3EWG6|FM25G_HUMAN
B5ME19|EIFCL_HUMAN	B5ME19	EIFCL_HUMAN	EIF3CL	914	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit C-like protein	1.0	0.999	18	176	0	176	1	1	2	0	5	0	11	20	10	5	9	7	3	14	2	10	4	11	15	21	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	5	0	11	20	10	5	9	7	3	14	2	10	4	11	15	21	12	13	85034.516	229648.72	267087.9	0.0	422817.66	158385.97	154858.17	494916.06	196313.83	172891.22	193284.0	200500.55	532756.2	276901.6	515888.2	498030.7	39957.336	278696.6	749339.5	405883.03	190999.42	274722.25	56172.87	64563.926	95595.625	0.0	80712.96	76352.766	106982.04	130865.85	112707.664	102193.164	70320.66	61340.824	62726.92	77188.33	75562.07	64670.35	62307.547	67011.74	91075.68	98473.05	113243.34	133132.36	sp|Q99613|EIF3C_HUMAN
B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	214	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda-like polypeptide 5	1.0	0.999	5	103	0	103	6	5	8	4	5	20	0	6	7	2	7	4	11	2	4	2	0	5	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	8	4	5	20	0	6	7	2	7	4	11	2	4	2	0	5	2	1	2	0	297344.44	245731.52	244999.62	17434.3	312828.4	549289.9	0.0	169852.94	100827.24	45414.832	298947.2	218047.69	93942.984	38605.875	44539.16	28687.996	0.0	124204.37	39539.65	49199.48	11471.585	0.0	159459.3	115554.33	130284.055	0.0	152302.2	219084.78	0.0	108699.2	50245.168	29307.73	175893.02	104505.61	46445.164	23790.496	25067.28	18517.164	0.0	78889.1	23228.943	23385.674	0.0	0.0	sp|P0CG04|IGLC1_HUMAN
C9JLW8|MCRI1_HUMAN	C9JLW8	MCRI1_HUMAN	MCRIP1	97	Homo sapiens	1:Experimental evidence at protein level	Mapk-regulated corepressor-interacting protein 1	0.9965	0.9982	3	3	3	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18315.525	0.0	0.0	14804.416	27410.19	11027.565	11044.137	29766.945	10335.478	0.0	7146.6113	11331.794	9242.898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17219.69	0.0	0.0	17307.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	2078	Homo sapiens	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	1.0	0.999	8	130	1	130	1	4	4	2	5	2	3	5	8	8	7	8	8	1	7	4	3	3	12	10	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	4	2	5	2	3	5	8	8	7	8	8	1	7	4	3	3	12	10	12	13	83923.03	140247.69	91728.25	82129.63	144059.39	116672.06	45383.6	143729.42	324862.12	347410.66	342820.94	290687.2	396731.84	27417.375	255060.81	299653.88	125150.664	188075.17	250901.16	337290.28	261000.33	414813.78	98657.37	132521.64	100861.13	0.0	85793.29	97270.25	0.0	147670.88	164305.16	194100.97	135813.25	81087.41	85084.69	0.0	78556.01	55909.83	152465.58	116379.484	76624.32	190722.42	151880.81	228581.25	
L0R6Q1|S35U4_HUMAN	L0R6Q1	S35U4_HUMAN	SLC35A4	103	Homo sapiens	1:Experimental evidence at protein level	SLC35A4 upstream open reading frame protein	0.9649	0.999	1	8	8	8	0	2	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	21792.953	38451.89	20819.664	0.0	29213.18	33986.02	0.0	0.0	0.0	0.0	13633.245	15089.259	13259.22	0.0	25242.244	21145.016	0.0	2823.78	0.0	3016.1375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
O00115|DNS2A_HUMAN	O00115	DNS2A_HUMAN	DNASE2	360	Homo sapiens	1:Experimental evidence at protein level	Deoxyribonuclease-2-alpha	1.0	0.999	5	256	256	256	14	17	15	19	12	17	4	13	10	10	10	13	12	13	11	8	11	13	9	12	5	8	14	17	15	19	12	17	4	13	10	10	10	13	12	13	11	8	11	13	9	12	5	8	14	17	15	19	12	17	4	13	10	10	10	13	12	13	11	8	11	13	9	12	5	8	718140.6	1166271.4	946241.1	958168.5	901244.5	865583.75	54794.516	523488.6	603634.1	627983.4	733562.8	719617.0	653963.94	636356.4	682744.75	489908.75	525739.4	418876.4	259320.22	411016.72	431797.75	433953.28	300036.53	465215.72	368080.78	373161.0	353438.25	368096.78	110327.66	185730.36	255879.47	266363.8	276944.4	274602.75	291929.84	265098.3	280078.6	263697.0	129702.2	159430.27	97793.98	158089.67	172916.44	149264.55	
O00151|PDLI1_HUMAN	O00151	PDLI1_HUMAN	PDLIM1	329	Homo sapiens	1:Experimental evidence at protein level	PDZ and LIM domain protein 1	1.0	0.999	18	765	765	765	39	24	28	29	36	29	15	24	17	16	44	49	44	35	59	37	24	56	43	37	37	43	39	24	28	29	36	29	15	24	17	16	44	49	44	35	59	37	24	56	43	37	37	43	39	24	28	29	36	29	15	24	17	16	44	49	44	35	59	37	24	56	43	37	37	43	1816611.4	1397263.2	1336354.4	1158881.1	2022009.8	1383413.9	415709.47	1184026.0	762466.7	694899.6	2466495.8	2865786.5	2566176.8	1772199.1	2360224.2	1937519.1	1914508.9	2228649.0	1290868.8	1518083.6	1474618.4	1290837.5	457245.44	369523.16	336025.4	339464.1	435385.94	362089.47	324879.97	293114.62	338612.03	318547.94	530420.75	572046.44	505581.9	404540.5	526081.06	429886.7	451157.53	478040.5	367831.38	362147.62	342154.22	356421.03	
O00154|BACH_HUMAN	O00154	BACH_HUMAN	ACOT7	380	Homo sapiens	1:Experimental evidence at protein level	Cytosolic acyl coenzyme A thioester hydrolase	1.0	0.999	11	135	135	135	0	0	0	0	8	0	4	10	7	0	5	13	8	11	13	9	2	11	11	6	14	3	0	0	0	0	8	0	4	10	7	0	5	13	8	11	13	9	2	11	11	6	14	3	0	0	0	0	8	0	4	10	7	0	5	13	8	11	13	9	2	11	11	6	14	3	55075.05	45073.08	20798.611	0.0	177336.1	51555.28	79548.33	286382.56	72947.05	46926.688	258873.06	292403.56	208122.52	298365.47	386712.53	330644.3	57332.355	348929.5	248232.58	225680.78	199942.66	44214.906	26568.43	28071.475	0.0	0.0	45067.84	32750.637	44305.414	66523.49	68251.98	46594.164	52254.324	53821.633	48187.51	57906.027	72735.414	62158.742	0.0	67746.414	70361.69	60984.992	51382.78	78131.76	
O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-Ic	1.0	0.999	5	18	18	18	0	2	3	0	0	0	1	6	1	0	0	2	0	0	1	1	0	0	1	0	0	0	0	2	3	0	0	0	1	6	1	0	0	2	0	0	1	1	0	0	1	0	0	0	0	2	3	0	0	0	1	6	1	0	0	2	0	0	1	1	0	0	1	0	0	0	12665.816	41927.24	59144.434	0.0	24730.078	24529.822	36415.125	33965.555	6336.095	0.0	18736.836	8991.464	20325.22	0.0	11536.07	22734.086	0.0	12633.248	18433.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18363.5	0.0	0.0	13918.248	0.0	0.0	0.0	0.0	19561.277	0.0	0.0	0.0	0.0	0.0	0.0	
O00161|SNP23_HUMAN	O00161	SNP23_HUMAN	SNAP23	211	Homo sapiens	1:Experimental evidence at protein level	Synaptosomal-associated protein 23	1.0	0.999	11	152	152	152	8	16	11	3	23	13	1	5	2	2	8	10	8	6	13	8	4	0	1	2	5	3	8	16	11	3	23	13	1	5	2	2	8	10	8	6	13	8	4	0	1	2	5	3	8	16	11	3	23	13	1	5	2	2	8	10	8	6	13	8	4	0	1	2	5	3	228014.1	305519.06	256900.84	63434.094	345434.72	309047.28	36654.293	139387.53	34019.19	35021.75	219866.06	254916.73	181740.47	207147.5	211640.86	268636.34	46153.254	86931.336	110456.51	125806.016	87085.09	27254.201	52491.438	77143.83	63066.812	0.0	82029.086	67028.05	0.0	57338.766	0.0	0.0	53619.613	58821.746	49260.062	57476.586	58169.293	70703.67	0.0	22516.2	32911.562	42255.504	49980.656	0.0	
O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	Homo sapiens	1:Experimental evidence at protein level	AH receptor-interacting protein	1.0	0.999	3	14	14	14	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	2	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	2	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	2	0	3	0	3	1	0	0.0	0.0	0.0	0.0	12088.268	0.0	0.0	0.0	0.0	0.0	23121.912	29051.184	14109.031	52124.492	59367.938	48027.61	0.0	46091.562	39981.793	31618.928	15836.531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14403.754	0.0	24094.293	26661.94	22023.94	0.0	20776.447	23463.318	19761.72	0.0	0.0	
O00182|LEG9_HUMAN	O00182	LEG9_HUMAN	LGALS9	355	Homo sapiens	1:Experimental evidence at protein level	Galectin-9	1.0	0.999	6	63	12	63	5	1	2	2	2	1	0	3	6	2	4	4	1	2	7	9	3	1	1	0	3	4	0	0	1	0	0	0	0	1	1	0	1	2	0	1	2	1	0	0	0	0	0	2	5	1	2	2	2	1	0	3	6	2	4	4	1	2	7	9	3	1	1	0	3	4	79338.32	102549.945	64464.812	37590.668	107868.66	122259.14	0.0	38174.555	39058.895	66872.92	149277.12	126436.45	128694.34	101160.984	134584.27	114586.914	37301.336	36482.76	38032.76	36492.473	24334.89	48586.844	50157.86	75302.664	47453.77	0.0	57503.434	73650.88	0.0	52182.47	31456.648	53009.152	60642.273	44194.977	51209.625	29666.742	47425.727	37939.59	0.0	14539.172	12143.282	15551.959	0.0	38463.13	
O00192|ARVC_HUMAN	O00192	ARVC_HUMAN	ARVCF	962	Homo sapiens	1:Experimental evidence at protein level	Splicing regulator ARVCF	0.8791	0.9989	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199335.64	542628.5	570385.9	0.0	20056.627	257853.52	0.0	0.0	0.0	0.0	103171.836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
O00193|SMAP_HUMAN	O00193	SMAP_HUMAN	SMAP	183	Homo sapiens	1:Experimental evidence at protein level	Small acidic protein	0.9999	0.999	2	109	109	109	8	6	7	11	6	8	0	6	5	6	10	7	3	0	1	0	6	2	0	1	9	7	8	6	7	11	6	8	0	6	5	6	10	7	3	0	1	0	6	2	0	1	9	7	8	6	7	11	6	8	0	6	5	6	10	7	3	0	1	0	6	2	0	1	9	7	212680.66	330285.9	238850.86	162526.61	149572.11	181546.11	0.0	107191.61	151277.55	168291.44	200617.03	110984.32	73080.875	9439.798	41872.582	0.0	189073.23	17008.363	2211.426	14398.466	168253.72	121808.95	144289.36	227923.25	170182.3	0.0	111566.61	124539.35	0.0	95085.05	0.0	0.0	144626.25	90154.92	62227.047	0.0	37462.17	0.0	0.0	0.0	0.0	0.0	132917.19	0.0	
O00203|AP3B1_HUMAN	O00203	AP3B1_HUMAN	AP3B1	1094	Homo sapiens	1:Experimental evidence at protein level	AP-3 complex subunit beta-1	1.0	0.999	9	85	82	85	4	0	3	2	6	2	1	1	2	1	4	3	3	9	5	5	4	5	9	8	8	0	4	0	3	2	6	2	1	1	2	1	4	3	3	9	5	5	4	5	6	8	8	0	4	0	3	2	6	2	1	1	2	1	4	3	3	9	5	5	4	5	9	8	8	0	103488.875	106483.664	65064.88	32023.783	140043.45	136657.9	32532.133	21038.521	99826.5	70810.766	123095.21	139742.86	124781.2	134985.81	136907.39	134688.05	67148.79	99513.06	143047.08	122935.94	70940.555	0.0	35096.484	28118.633	29546.697	0.0	51950.164	43294.383	0.0	0.0	26644.46	29583.945	48320.332	43086.33	44050.824	52024.67	42518.574	49974.965	45362.434	36022.965	37182.543	27108.82	44091.645	0.0	
O00214|LEG8_HUMAN	O00214	LEG8_HUMAN	LGALS8	317	Homo sapiens	1:Experimental evidence at protein level	Galectin-8	0.8861	0.999	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11953.286	13518.021	14350.736	10490.727	15321.303	12405.788	0.0	6150.2324	0.0	3304.8354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
O00231|PSD11_HUMAN	O00231	PSD11_HUMAN	PSMD11	422	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 11	1.0	0.999	20	224	224	224	4	3	2	2	14	7	7	24	6	2	8	12	14	20	16	12	12	12	16	15	15	1	4	3	2	2	14	7	7	24	6	2	8	12	14	20	16	12	12	12	16	15	15	1	4	3	2	2	14	7	7	24	6	2	8	12	14	20	16	12	12	12	16	15	15	1	2529247.0	1650539.1	1654549.6	31715.814	1823815.2	2511774.0	134102.72	1556628.4	2474802.5	2462679.8	1609214.8	1839153.9	292757.97	2393164.5	2244435.0	2246443.8	82471.5	1214937.2	1164576.2	2882355.2	202604.78	27537.912	676663.4	821081.3	1095463.0	0.0	756019.5	864497.4	1803658.1	943941.44	1100961.4	1062727.1	513314.88	557732.75	533092.9	710138.5	640529.5	647502.6	568903.56	550701.3	661900.75	498521.6	593608.44	0.0	
O00232|PSD12_HUMAN	O00232	PSD12_HUMAN	PSMD12	456	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 12	1.0	0.999	17	126	126	126	0	0	1	0	3	0	4	17	2	0	2	11	5	6	23	7	7	6	10	14	7	1	0	0	1	0	3	0	4	17	2	0	2	11	5	6	23	7	7	6	10	14	7	1	0	0	1	0	3	0	4	17	2	0	2	11	5	6	23	7	7	6	10	14	7	1	35334.984	66678.28	27673.953	0.0	196861.48	35074.812	146901.92	363516.94	54621.867	40962.62	244912.38	166073.47	174285.11	327344.3	312111.34	201941.67	76176.484	218494.06	194315.08	283924.1	131351.4	29567.72	33551.562	25745.516	0.0	0.0	41769.766	24995.889	77902.35	80120.58	72908.96	50993.74	35688.785	32836.566	30628.826	48761.47	54597.355	32838.61	40012.68	30814.027	49427.824	38513.42	56801.723	0.0	
O00233|PSMD9_HUMAN	O00233	PSMD9_HUMAN	PSMD9	223	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 9	1.0	0.999	8	85	85	85	2	1	0	1	2	4	3	2	6	2	6	3	5	5	4	5	5	7	5	6	6	5	2	1	0	1	2	4	3	2	6	2	6	3	5	5	4	5	5	7	5	6	6	5	2	1	0	1	2	4	3	2	6	2	6	3	5	5	4	5	5	7	5	6	6	5	140443.05	96437.77	106162.555	35461.586	202539.11	133635.33	74119.5	87571.23	115631.28	105106.414	269712.6	295731.78	256211.52	257836.39	293387.0	244282.92	162706.03	326330.16	187554.19	229821.83	132761.12	95968.67	70463.63	64448.09	79044.38	0.0	98157.62	96044.71	137608.25	70861.99	92987.164	85509.69	93211.03	72578.62	90046.18	67463.875	68216.234	69862.91	183482.05	70765.016	83244.53	65935.58	85437.445	107589.24	
O00244|ATOX1_HUMAN	O00244	ATOX1_HUMAN	ATOX1	68	Homo sapiens	1:Experimental evidence at protein level	Copper transport protein ATOX1	1.0	0.999	8	429	429	429	19	12	16	12	30	17	23	8	13	12	34	26	23	29	33	30	11	17	20	16	13	15	19	12	16	12	30	17	23	8	13	12	34	26	23	29	33	30	11	17	20	16	13	15	19	12	16	12	30	17	23	8	13	12	34	26	23	29	33	30	11	17	20	16	13	15	704655.25	494863.5	455360.62	916808.7	1089416.2	819644.06	447959.97	334554.12	227494.06	248193.31	1080675.0	1087456.0	1198932.1	1897493.0	1943900.5	1516284.1	316322.84	949013.8	673546.6	735081.8	582261.7	383519.4	227599.88	159230.84	146927.77	307580.94	308148.72	263785.06	172487.92	107016.125	149490.78	152213.33	308730.0	283838.97	319401.4	337354.8	363559.62	344333.06	105457.66	218403.19	151835.16	159242.44	191194.88	118074.33	
O00267|SPT5H_HUMAN	O00267	SPT5H_HUMAN	SUPT5H	1087	Homo sapiens	1:Experimental evidence at protein level	Transcription elongation factor SPT5	1.0	0.999	6	82	82	82	9	2	3	3	6	5	0	0	1	1	7	9	3	1	5	3	6	4	5	7	2	0	9	2	3	3	6	5	0	0	1	1	7	9	3	1	5	3	6	4	5	7	2	0	9	2	3	3	6	5	0	0	1	1	7	9	3	1	5	3	6	4	5	7	2	0	205028.44	161744.17	113840.69	56659.605	164810.8	179301.84	0.0	0.0	47088.215	66829.43	178954.9	154947.19	120016.51	83947.32	96192.63	100667.695	68274.87	144862.17	113489.22	147288.81	57801.67	0.0	91128.69	72334.086	55127.234	0.0	74543.83	79601.75	0.0	0.0	0.0	0.0	76381.67	64814.24	53606.117	35835.31	41924.316	29422.826	52441.664	30671.186	34369.312	32372.03	51318.06	0.0	
O00273|DFFA_HUMAN	O00273	DFFA_HUMAN	DFFA	331	Homo sapiens	1:Experimental evidence at protein level	DNA fragmentation factor subunit alpha	1.0	0.999	9	102	102	102	2	2	3	1	1	5	2	5	2	1	5	12	4	3	5	4	5	8	12	14	2	4	2	2	3	1	1	5	2	5	2	1	5	12	4	3	5	4	5	8	12	14	2	4	2	2	3	1	1	5	2	5	2	1	5	12	4	3	5	4	5	8	12	14	2	4	85225.72	76748.805	134311.78	16256.815	116195.664	100178.016	57891.184	67540.18	19441.73	22187.629	131611.14	166524.33	129273.07	115725.32	162927.61	160301.47	53380.95	264578.3	335043.94	243472.62	23930.057	69883.16	37679.805	35097.016	39020.87	0.0	31676.152	29569.121	44098.066	30952.041	0.0	0.0	48699.87	55683.04	47884.406	33256.414	41624.766	43289.457	33377.89	70769.11	76503.84	61940.84	0.0	31878.455	
O00291|HIP1_HUMAN	O00291	HIP1_HUMAN	HIP1	1037	Homo sapiens	1:Experimental evidence at protein level	Huntingtin-interacting protein 1	0.966	0.999	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	7766.069	0.0	0.0	0.0	0.0	0.0	17022.924	20347.805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
O00299|CLIC1_HUMAN	O00299	CLIC1_HUMAN	CLIC1	241	Homo sapiens	1:Experimental evidence at protein level	Chloride intracellular channel protein 1	1.0	0.999	17	532	532	532	10	5	12	6	21	14	23	27	45	35	30	36	44	17	21	23	31	23	22	27	27	33	10	5	12	6	21	14	23	27	45	35	30	36	44	17	21	23	31	23	22	27	27	33	10	5	12	6	21	14	23	27	45	35	30	36	44	17	21	23	31	23	22	27	27	33	365631.6	339358.5	547698.9	302934.94	699885.94	595389.6	455483.4	1326158.8	1425507.4	2665974.5	1521713.9	1775577.5	1791383.0	996250.44	1613213.8	620357.94	2155726.0	2306790.5	1144469.1	2177852.0	2499055.5	1714626.5	127830.97	105471.79	182086.25	196298.95	182891.64	162857.36	400858.62	362788.38	362158.84	422262.97	391305.6	478764.66	489802.22	346195.3	240936.52	183987.23	532448.1	426987.25	394865.25	412838.6	472035.34	433889.75	
